Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2019-05-14;null;null;null;null;null;null;null;null;
2019-05-15;null;null;null;null;null;null;null;null;
2019-05-16;null;null;null;null;null;null;null;null;
2019-05-17;null;null;null;null;null;null;null;null;
2019-05-18;null;null;null;null;null;null;null;null;
2019-05-19;null;null;null;null;null;null;null;null;
2019-05-20;null;null;null;null;null;55;5.4;null;
2019-05-21;null;19.1;16.9;16;90;81;8.9;2.6;
2019-05-22;10.6;18.3;16.7;14.9;92.1;85;5.4;1.7;
2019-05-23;.2;17.1;15.2;14.2;95;87;6.9;1.5;
2019-05-24;2.4;14.2;13.3;13.3;93.6;88;11;2.5;
2019-05-25;11.6;15.6;12.3;10.7;90.8;71;6.2;1.4;
2019-05-26;0;20.5;13.7;9.1;84.9;63;8;2.4;
2019-05-27;0;17.1;15.6;11.4;86.3;77;9.2;2.7;
2019-05-28;28;19.4;16.8;15;94.3;90;10.8;2.5;
2019-05-29;.4;17.5;14;12.8;90.2;73;6.5;1.5;
2019-05-30;0;15;13.6;12.8;93.5;89;8.3;2.2;
2019-05-31;16.2;14.8;13.5;12.6;93.6;87;9.1;2.4;
2019-06-01;0;16.5;14.1;12.9;93.4;84;6.2;2;
2019-06-02;.2;18.2;14.9;13.1;90.3;76;6.9;1.9;
2019-06-03;0;17.9;14.5;13.1;89.2;71;7.8;1.8;
2019-06-04;0;16.8;12.1;8.9;84.9;51;5.9;1.7;
2019-06-05;0;18.4;12.7;8.3;74.4;54;9.5;3.7;
2019-06-06;0;20.6;15.2;10.6;74.3;59;11.4;3.4;
2019-06-07;0;21.6;16.6;12.9;73.5;53;11.3;3.3;
2019-06-08;0;18;15.1;13;87.1;70;6.1;1.7;
2019-06-09;1.4;19.4;16.1;12.5;86.3;72;7;2.6;
2019-06-10;.2;22.7;17.8;14.7;70.6;51;9.9;3.7;
2019-06-11;0;21.5;16.9;13.2;78.2;58;7.3;2.8;
2019-06-12;0;23.2;18.1;13.9;76.3;65;9.9;3.1;
2019-06-13;0;22.8;19.6;15.7;75.8;62;8.9;3.4;
2019-06-14;0;25.3;20.5;17;71.3;59;9.9;4.3;
2019-06-15;0;24.9;20.8;17.5;71.1;55;8.4;3;
2019-06-16;0;26.3;20.1;15.7;73.4;47;6.8;2.4;
2019-06-17;0;23.4;19.5;15.3;69.4;51;7;3;
2019-06-18;0;20.6;17.4;14.8;75.7;67;9.5;3.7;
2019-06-19;2.8;18.8;14.4;13;75.9;53;9.6;2.6;
2019-06-20;.2;17.1;10.5;5.4;79;57;5.7;1.9;
2019-06-21;0;20.6;14;5.9;77.8;64;8.4;2.9;
2019-06-22;0;21.8;15.7;10.5;86.9;71;8.7;3;
2019-06-23;0;22.9;18.2;11.6;75.2;54;9.5;3.3;
2019-06-24;0;23.2;17.9;13.7;72.4;55;7.6;2.9;
2019-06-25;0;23.8;17.7;14.7;69.3;48;16.4;5.8;
2019-06-26;24.2;9.7;5.9;2.8;79.4;54;11;2;
2019-06-27;.2;20.6;12;2;82.3;62;8.7;2.7;
2019-06-28;5.4;22;17;11.2;84.3;70;13.9;5.3;
2019-06-29;1.2;26.7;21.9;14.8;67.5;48;12.5;5.2;
2019-06-30;0;23.6;18.9;20.2;78.8;59;10.9;null;
2019-07-01;47;12.7;9.7;8.4;93;86;2.7;null;
2019-07-02;0;11.4;8.2;5.8;93.2;78;7.7;1.8;
2019-07-03;0;11.8;8.2;7;78.2;55;9.6;2;
2019-07-04;.2;9.7;4.6;-.4;71.6;38;7.2;1.5;
2019-07-05;0;7.2;3.9;1;67.5;40;12;2.9;
2019-07-06;0;7.5;3.2;0;72;49;10.4;2.6;
2019-07-07;0;13.4;3.8;-2.6;78;45;5.1;null;
2019-07-08;0;18.3;9.6;-1.3;61.7;34;9;null;
2019-07-09;0;19.2;12.1;6.6;62.5;34;8.4;2.7;
2019-07-10;0;21.1;13.8;8.9;71.6;52;8;3;
2019-07-11;0;22.6;16;10.2;68;45;7.2;2.7;
2019-07-12;0;24;17.9;11.7;62.9;44;11.8;3.2;
2019-07-13;.6;21.5;17.7;15.2;73.5;55;9.1;2.3;
2019-07-14;4;16.7;12.1;11.2;94.3;79;6.1;1.9;
2019-07-15;.6;10.8;7.8;7;97.7;96;5.3;1.5;
2019-07-16;.4;12.6;7;2.5;85.3;48;5.7;1.5;
2019-07-17;0;17.7;10;2.6;79.4;51;7.6;2.3;
2019-07-18;0;19.6;13.4;7.6;71.1;51;11.4;4.1;
2019-07-19;0;17.1;14.6;10.3;78.5;67;13.8;4.2;
2019-07-20;0;23.1;16.8;11.7;72;50;12;3.8;
2019-07-21;0;22.2;18;13.8;67.5;50;14.3;4.4;
2019-07-22;0;25.2;19.3;16.2;66;43;13.2;4.7;
2019-07-23;1.2;19.7;18;16.1;80.1;68;9.7;4;
2019-07-24;14;18.9;15.8;15.7;90.8;81;9.4;2.3;
2019-07-25;.2;22.2;16.8;12.7;84.5;69;10.9;3.3;
2019-07-26;0;19.6;15.6;15.1;84.5;70;11.5;4;
2019-07-27;.4;10.4;8.3;6;90.5;82;7.8;1.5;
2019-07-28;.2;18.5;10.9;6.5;84.7;68;7.4;2.1;
2019-07-29;0;17.8;14.9;8.5;83.6;72;10.4;3.3;
2019-07-30;8.6;20.1;15.5;13.2;87.5;70;11.4;2.1;
2019-07-31;0;21;15.3;11.1;78.9;42;5.9;2.3;
2019-08-01;0;25;18.4;11.7;63.6;45;12.8;5.2;
2019-08-02;11.6;19.8;7.3;4.8;89.7;70;13.6;2.6;
2019-08-03;3.2;11.1;6;1.6;76.3;44;9;1.8;
2019-08-04;0;13.4;7;2.1;66.4;29;7.9;1.4;
2019-08-05;0;19.1;10.9;5.3;63.2;38;9.3;4;
2019-08-06;0;22.2;15.7;7.8;71.1;53;11.2;4.7;
2019-08-07;0;25.4;19.2;14.1;70.6;45;10.9;3.7;
2019-08-08;0;24.6;19.2;15.4;74.2;53;14.5;3.9;
2019-08-09;14.6;23;19.2;15.7;80.3;58;12.2;3.1;
2019-08-10;2.8;23;13.7;11;83.9;58;13.3;3.1;
2019-08-11;0;20.6;11.8;5.7;81.2;51;6.2;1.9;
2019-08-12;null;null;null;null;90.8;68;9.8;null;
2019-08-13;15.2;11.7;7.2;5.6;83.3;58;10.1;3.3;
2019-08-14;0;12.3;5.5;.7;76.9;60;8.8;2.7;
2019-08-15;0;19.2;11.8;3.3;64.8;41;13.7;3.9;
2019-08-16;0;25.3;16.3;9.7;70.9;50;9.3;3;
2019-08-17;0;25.9;20.1;12.9;58.3;34;11.6;4.4;
2019-08-18;.8;23.6;14.1;12;79.5;43;11.1;3.5;
2019-08-19;0;12;7.7;5.5;76.5;53;10.9;2.9;
2019-08-20;0;14.3;8.3;5.7;84.5;66;7.7;2.2;
2019-08-21;0;15.3;8.7;4.4;75;37;8.2;2.3;
2019-08-22;0;18.3;11;6.3;76;51;9.9;3;
2019-08-23;null;13;null;7.3;87.1;64;5.8;1.6;
2019-08-24;.2;19.1;11.1;5.4;78.8;48;9.5;2.4;
2019-08-25;0;22;14.4;8.5;65.7;40;11.6;4.2;
2019-08-26;0;22.1;15.4;10.4;63.4;43;12.3;3.4;
2019-08-27;0;23.1;17.6;12.2;73.3;55;10.2;2.5;
2019-08-28;0;25;18.6;13.6;72.6;52;11.7;4;
2019-08-29;0;28.3;20.5;14.6;61.5;31;12.2;3.9;
2019-08-30;0;29.1;21.9;17;58.5;34;9.2;3.2;
2019-08-31;42.4;20.8;13.1;12.8;94.2;72;13.3;3;
2019-09-01;6.2;15.1;10.8;7.6;78.5;56;9.4;2.1;
2019-09-02;0;18.7;10.8;5.1;71.2;45;7.3;1.7;
2019-09-03;.2;18;11.2;6.7;77.7;50;8.9;1.8;
2019-09-04;0;14.5;9.5;5.9;77.8;42;7;1.7;
2019-09-05;0;13.5;7.7;3.5;68.5;48;9.1;3;
2019-09-06;0;14.5;12.1;6;81.8;62;15.9;4.8;
2019-09-07;10.8;20;16.8;11.5;81.9;75;14.1;4.9;
2019-09-08;4.8;27.9;22.7;15;69.2;50;10.6;4.3;
2019-09-09;0;32;26.3;19.7;50.8;31;16.5;4.6;
2019-09-10;0;29.3;19.3;15.9;76.6;37;10.9;2.3;
2019-09-11;0;18.6;15.5;13.2;89.7;79;7;1.7;
2019-09-12;9.6;17.1;15;14.1;96;91;8.5;1.9;
2019-09-13;3;16.6;12.7;9.9;83.7;68;10.3;3;
2019-09-14;0;21.7;17;11.3;78.7;65;12.3;4.2;
2019-09-15;.4;31;22.6;16.1;63.5;37;11;4;
2019-09-16;0;32;23.3;19.6;64.8;30;14.2;4.3;
2019-09-17;9.2;15;12.7;11.7;95.5;92;10;2.5;
2019-09-18;24;13.4;11.7;10.9;96.4;88;9;1.9;
2019-09-19;4.2;24.8;16;10;86.8;59;11.6;2.8;
2019-09-20;6.4;15.7;12.3;10.4;89;78;11.5;2.7;
2019-09-21;0;16.5;11.4;8.1;85.1;64;7.5;2;
2019-09-22;.2;18.1;12.3;6.9;70.4;29;9.8;2.5;
2019-09-23;0;20.5;12;5;57.1;26;10.3;3;
2019-09-24;0;22.8;15.1;9.4;59.8;29;11.1;3.5;
2019-09-25;0;24.1;15.7;9.8;71.9;36;8.4;2.2;
2019-09-26;0;24.2;17.1;12.3;67.1;28;7.6;2.4;
2019-09-27;0;19.7;14.8;10.9;70.1;49;9.8;2.9;
2019-09-28;0;25.5;16.2;10.4;69.8;43;11.9;3.6;
2019-09-29;0;26.3;19;13.7;66.8;28;8;2.6;
2019-09-30;0;29.2;21.4;14.7;62.3;33;10.8;4.2;
2019-10-01;0;32.4;24;17.2;55;29;15.6;5.5;
2019-10-02;0;29.1;22.6;20.9;66.6;36;13.6;4.2;
2019-10-03;22.2;17.8;15.9;14.9;93.8;91;11.3;2.7;
2019-10-04;8;18.2;16.7;15.1;92.9;89;9.7;3;
2019-10-05;29.4;19.1;16.7;16.3;93.6;86;10.8;3;
2019-10-06;10.6;16.8;13.8;12.1;91.7;79;10.1;2.5;
2019-10-07;.2;24.8;17.3;11.8;77.5;34;8;2.3;
2019-10-08;0;24.4;18.6;14;75;37;7.3;2;
2019-10-09;0;26.7;19.6;13.9;65.1;31;7.3;2.1;
2019-10-10;0;29.2;21.6;16;63.8;34;7.8;2.4;
2019-10-11;0;32.5;24.6;17.6;49.6;23;12.1;3.5;
2019-10-12;0;34.1;26.9;20.1;46.7;27;11.1;3.5;
2019-10-13;0;33.9;25;22.8;62.3;34;18;3.9;
2019-10-14;6;20.1;15.6;16.7;91.2;74;14.1;3.9;
2019-10-15;3.8;17.4;13.3;9.7;83.8;71;12.7;4;
2019-10-16;4.4;17.8;15.5;12.2;86.2;74;12;3.2;
2019-10-17;24.4;25;19.6;13.3;84.2;67;17;2.9;
2019-10-18;30.8;23.7;19.8;17.9;87.9;72;7.6;2.1;
2019-10-19;0;20.2;15.9;12.9;74.8;39;9.4;2.9;
2019-10-20;0;17.9;12.8;8.9;79;56;10.3;2.3;
2019-10-21;14.8;16;13.4;11;92.9;84;17.3;2.5;
2019-10-22;6.4;18.7;13.9;11.9;91.7;73;6.6;2;
2019-10-23;.2;25.2;16.8;10.5;73.5;30;9.5;2.7;
2019-10-24;.2;25.6;19;14.1;67.2;16;8.5;1.9;
2019-10-25;0;24;18.3;13;64;44;8.9;2.3;
2019-10-26;0;29.5;20.4;13.1;66.3;34;9;3.3;
2019-10-27;0;23.9;18.6;19.1;85.7;60;14.7;3.5;
2019-10-28;38.6;24.9;19.7;15.1;83.1;69;8.8;3.1;
2019-10-29;0;22.7;19.9;19.2;82.4;69;18.1;4.1;
2019-10-30;6.2;20.4;18.4;16.8;83.8;70;18.6;3.9;
2019-10-31;52.2;20.8;18;15.8;91.3;78;23.3;3.4;
2019-11-01;.2;27.7;20.9;15.9;78.2;55;9.9;2.8;
2019-11-02;0;29.9;22.7;18.7;75.4;54;15.9;4.1;
2019-11-03;17.2;21.5;18.8;17.8;90.6;82;7.8;2.3;
2019-11-04;4.2;20.4;19;17.5;92.9;87;9.2;2.8;
2019-11-05;59.4;19.9;18.3;17.7;91.8;79;12.6;2.7;
2019-11-06;.6;25.2;17.9;12.4;76.6;53;8.2;2.5;
2019-11-07;9.4;20.2;17.3;16;90.1;81;9.3;2.8;
2019-11-08;10.2;26.4;19.5;15;81.9;52;10.1;2.5;
2019-11-09;0;25.8;20.5;17.3;80.3;62;9.1;3.4;
2019-11-10;.2;24.3;19.8;18.6;89.1;66;10.4;2.2;
2019-11-11;0;23.4;18.8;16.6;79.3;57;12.3;3.1;
2019-11-12;0;27.2;20.9;15.6;67.3;51;12.3;4.1;
2019-11-13;0;25.4;21;17.8;70.2;55;13.9;4.1;
2019-11-14;8.2;24;19.4;17.9;88;67;12.9;2.3;
2019-11-15;14.4;22.6;17.7;13.9;80.6;52;8.4;2;
2019-11-16;0;24.3;17.2;12.3;70.8;28;8.7;2.5;
2019-11-17;0;27.5;19.3;12.5;64;27;9.6;2.5;
2019-11-18;0;29.5;21.5;15;55.8;26;9.5;3;
2019-11-19;0;30.3;22.8;17.1;58.8;30;7.5;2.6;
2019-11-20;0;31.6;24.2;18.3;60.3;29;8.8;2.8;
2019-11-21;0;31.4;24.7;19.3;63.3;35;10;3;
2019-11-22;1.2;31.2;22.9;19.1;72;42;16.5;3.1;
2019-11-23;3;19.5;17.3;16.8;85.3;65;13.9;3;
2019-11-24;.8;23.2;16.2;10.8;67.3;38;7.2;null;
2019-11-25;0;27.7;19.3;13.5;64.8;32;null;null;
2019-11-26;0;24.2;19.2;16.2;76.5;60;12.5;null;
2019-11-27;8.4;20.8;18;17.2;90.5;85;10.8;2.5;
2019-11-28;.8;22.9;17.5;10.8;63.8;35;10;2.6;
2019-11-29;0;30;21.2;14.5;60.8;35;11.2;3.3;
2019-11-30;19.4;28.1;22.8;16.8;72;52;9.3;2.2;
2019-12-01;1.2;24.2;20.6;17.1;70.8;47;9.2;2.6;
2019-12-02;0;22.6;16.7;11.3;56.1;30;8.2;2.3;
2019-12-03;0;27.9;19.1;12.2;57.3;26;8.7;2.7;
2019-12-04;0;28.7;21.7;18.2;72.1;50;10.6;3.3;
2019-12-05;15;23.3;19.4;16.6;77.8;47;8.5;2.5;
2019-12-06;0;24.9;17.9;11.5;67.5;32;7.7;1.7;
2019-12-07;0;26.4;20.5;15.1;47.6;30;7.6;1.9;
2019-12-08;0;29.8;22;15.5;52.3;25;8.9;2.8;
2019-12-09;0;29.4;23.1;19;61.5;32;8.4;2.7;
2019-12-10;0;30.2;23.5;17.2;49;21;8.1;2.7;
2019-12-11;0;32.4;24.7;18;50.5;25;10;2.8;
2019-12-12;0;30;24.1;20.9;69.3;47;10.1;3.2;
2019-12-13;2.6;25.3;19.1;14.9;68;45;11.5;2.9;
2019-12-14;0;30.3;20.9;15;72.6;47;11;3;
2019-12-15;3.2;29;22.6;19.7;77;53;14.6;4.9;
2019-12-16;11;23.5;19.9;17.3;82.8;64;8.3;2.6;
2019-12-17;.2;24.6;19.1;16;76.4;45;10.2;2.6;
2019-12-18;0;26.9;19.7;13.6;63.8;42;9.2;3.4;
2019-12-19;0;29.3;22;16.2;63.2;41;11.4;3.3;
2019-12-20;0;30.4;24.3;19.5;67.3;49;17.2;3.4;
2019-12-21;.2;26.8;22.4;21;74.5;48;12.9;4;
2019-12-22;0;23.8;18.2;14.2;65.5;34;10.3;2.9;
2019-12-23;0;26.3;19.1;12.6;53.5;19;8.8;2;
2019-12-24;0;31.4;22.5;14.3;47.8;22;11.3;2.9;
2019-12-25;0;33.3;25.6;19.1;51.3;25;10.5;3;
2019-12-26;0;34.6;27.4;22;49.9;25;9.9;3.4;
2019-12-27;0;35.4;28.1;22.6;46.5;26;10.4;3.5;
2019-12-28;0;36.8;27.9;21.1;48.8;23;8.7;3.1;
2019-12-29;0;34.7;28;22.4;51.8;28;8.2;2.7;
2019-12-30;0;34.8;27.5;21.9;55.4;29;8.4;2.2;
2019-12-31;0;34.2;25;22;69;34;13.4;2.9;
2020-01-01;5.2;30.6;24;20.6;78.9;51;12.8;3.1;
2020-01-02;.6;25;20.2;18;82.3;59;13.1;3.8;
2020-01-03;.2;25.3;19.3;16.3;79.4;57;11.5;3.5;
2020-01-04;0;26.1;19.9;17;79.8;55;8.9;2.3;
2020-01-05;11.6;30.3;22.4;16.7;66.8;29;9.2;2.9;
2020-01-06;0;33.5;25;19.2;59.9;25;9.7;3.5;
2020-01-07;0;29.4;23.7;19.5;66.9;48;10.3;2.3;
2020-01-08;0;30.5;23.3;18.2;72.7;50;7.6;2.4;
2020-01-09;0;33.7;26.2;20.9;65.2;36;9.1;2.9;
2020-01-10;13.8;29.5;23.5;21.4;81.2;54;11.9;3.2;
2020-01-11;18.8;27;22.4;19.7;84.8;66;11.7;2.3;
2020-01-12;.2;28.3;23.3;18.8;71.7;42;9.2;2.3;
2020-01-13;0;29.5;23.1;17.7;56.5;29;11.4;2.8;
2020-01-14;0;32.9;24.5;18.4;61;34;10.3;3;
2020-01-15;0;30.7;24.5;20.7;70.3;55;13.6;3.8;
2020-01-16;21.6;22.8;19.3;19.5;86.1;64;10.9;2.8;
2020-01-17;0;23.9;17.6;11.9;58.3;38;10.3;3.3;
2020-01-18;0;28.5;20.2;14.5;67.2;35;10.7;2.9;
2020-01-19;0;31;23.3;16.8;65.6;38;9.4;2.2;
2020-01-20;0;31.8;25.1;19.5;61.7;37;8.5;2.7;
2020-01-21;8.4;26.6;21.8;19.9;85.7;64;8.5;2.5;
2020-01-22;43;21.7;19.3;17.8;81.5;61;9.6;2.8;
2020-01-23;0;25.9;20.8;17.4;66.3;42;10.5;3.4;
2020-01-24;0;25.5;19.9;15.6;76.6;45;9.5;2.6;
2020-01-25;.2;27.6;20.6;14.4;69;28;6.8;1.6;
2020-01-26;0;29.8;23.4;17.3;61.5;40;5.7;1.8;
2020-01-27;2.2;29.1;23.4;19.7;72.1;41;11.1;2.6;
2020-01-28;0;28.2;22.7;18.2;74;54;10.4;2.6;
2020-01-29;.2;23.7;20.6;19.4;82.2;63;9.9;3;
2020-01-30;22.4;23.4;21.2;18.3;85.1;72;7.7;2;
2020-01-31;.4;25.8;21.5;19;85.9;66;10.1;2.3;
2020-02-01;1.6;28;21;16.1;78;45;10.8;1.7;
2020-02-02;0;29.7;23;18.3;70.7;41;9.5;3.3;
2020-02-03;0;29.5;23.3;20.1;74.4;48;9.4;2.6;
2020-02-04;8;30.3;23.2;17.8;64.4;35;10.3;3.8;
2020-02-05;0;29.5;24.1;19.7;67.5;47;11.7;3.6;
2020-02-06;0;31.6;24.2;19.8;68.3;39;15.8;3.5;
2020-02-07;0;30.8;24.7;20.2;71.5;47;7.6;2.7;
2020-02-08;0;30.1;24.9;20.9;73;54;9;3.2;
2020-02-09;3.6;25.6;20.9;20.5;86.4;71;10.8;2.8;
2020-02-10;0;24.9;19;14.9;71;40;9.9;2.8;
2020-02-11;0;25.7;19.5;14.9;69.3;46;10.8;3.1;
2020-02-12;0;26.6;20.9;16.3;64.3;45;9.9;3.4;
2020-02-13;0;30.3;22.4;16.4;59;27;11.9;3.9;
2020-02-14;0;28.7;22.6;17.8;65.1;43;10.7;3;
2020-02-15;0;30.2;25.2;20.9;60.6;39;8.8;2.1;
2020-02-16;0;33;25.1;20.3;66.3;39;8;2.3;
2020-02-17;0;34.6;24;21;78.2;37;12.3;3.1;
2020-02-18;17;29.2;23;21;84.3;62;14;3.9;
2020-02-19;6.4;29.1;22.6;19;77.8;46;6.6;1.6;
2020-02-20;0;27.4;21.6;17.1;72.3;36;8.8;2;
2020-02-21;0;21.5;17.4;14.3;66.2;40;9.5;3.1;
2020-02-22;0;20.5;15;10.7;62.8;35;9.4;2.6;
2020-02-23;0;26.1;18.1;12.4;67;31;9.3;2.9;
2020-02-24;0;30.1;21.8;15.9;64.3;39;11.4;3.5;
2020-02-25;1.6;28;21.7;19.7;80.7;52;14.3;3.6;
2020-02-26;30;21.5;18.4;16.5;80.9;40;12.7;3.1;
2020-02-27;.2;23.8;17;11.3;72.3;41;7.1;1.8;
2020-02-28;0;26.6;19.3;13.5;63.3;34;7;2.7;
2020-02-29;0;26.3;20.4;15.3;63.3;37;8.3;2.9;
2020-03-01;0;26.8;20.3;15;62.5;30;10.3;3.2;
2020-03-02;0;27.1;20.5;14.6;65.3;36;11.4;3.3;
2020-03-03;0;26;20.2;15.1;66;45;10.6;3;
2020-03-04;0;25.2;20.2;16.7;69;42;10.9;2.8;
2020-03-05;0;26.2;19.2;14.3;70.9;44;9.7;2.5;
2020-03-06;0;28.1;20.2;14.6;65.7;29;9.9;3.3;
2020-03-07;0;28.9;21.2;16.2;68.7;33;9.7;3.3;
2020-03-08;0;30.1;23.2;17.6;61.3;31;9.1;3.2;
2020-03-09;0;32.4;24.8;18.4;55;26;8.4;2.7;
2020-03-10;0;31.7;24.4;19.7;59;33;12.2;3.2;
2020-03-11;0;31.6;23.2;17.6;62.5;34;10.8;2.4;
2020-03-12;0;33.4;25.3;18.9;55.7;16;8.3;2.6;
2020-03-13;0;34.4;26.8;20.6;50.7;25;10.1;2.9;
2020-03-14;0;34.8;27.1;20.8;48.3;24;9.4;2.9;
2020-03-15;0;32.5;24.7;20.4;66.5;34;11.1;2.5;
2020-03-16;1.4;21.3;19.5;19.3;91.5;86;8.6;2.4;
2020-03-17;1.4;29.7;21.7;16.4;79.4;47;9.6;2.4;
2020-03-18;.4;26.1;22.2;20.5;80.8;70;12.3;4;
2020-03-19;12.2;27.3;22.7;18.6;75.7;53;8.7;2.8;
2020-03-20;0;22.6;18.2;14.1;67.2;49;8.8;2.3;
2020-03-21;0;25.9;18.9;13.7;74.3;44;8.6;2.2;
2020-03-22;0;29.6;21.1;16.1;67.8;28;10;2.9;
2020-03-23;0;30.9;22.3;17.5;64.5;29;9.5;3.5;
2020-03-24;0;29.5;21.9;16.9;61;30;10.9;3.3;
2020-03-25;0;29;21.8;16.4;59.3;24;8.5;3;
2020-03-26;0;29.8;21.7;16.2;63.9;30;8.9;3;
2020-03-27;0;29.9;22.3;17.4;60.5;31;10.3;3.6;
2020-03-28;0;29.3;22.6;17.5;60.7;34;10.9;3.3;
2020-03-29;.4;26.8;21.8;18.8;77.9;45;6.7;1.9;
2020-03-30;17.2;30.4;22.4;17.3;75.3;41;6.6;2.3;
2020-03-31;null;28.7;23.3;20.2;72.7;46;9.9;2.7;
2020-04-01;0;29.6;23;19.1;72.1;46;8;2.9;
2020-04-02;null;null;null;21.8;null;76;7;null;
2020-04-03;null;19.4;null;null;74.7;61;14.3;3.5;
2020-04-04;0;23.2;15.9;11.3;74.4;36;7.2;1.5;
2020-04-05;null;null;null;null;54.9;32;6.9;null;
2020-04-06;null;null;null;null;null;47;5.4;null;
2020-04-07;null;null;null;null;null;48;5.4;null;
2020-04-08;null;17.5;null;6.8;73.4;40;7;1.7;
2020-04-09;null;null;null;null;null;56;7.3;null;
2020-04-10;null;null;null;null;null;87;4.7;null;
2020-04-11;null;null;null;null;null;52;6.8;null;
2020-04-12;null;24.2;null;11.5;76.6;33;10.1;3.2;
2020-04-13;null;27.5;19.4;13.2;63;32;11;3.9;
2020-04-14;8.2;23.3;15.6;15.5;79.8;45;14.4;3.9;
2020-04-15;0;19.1;13;7.8;61;27;12.5;3.3;
2020-04-16;0;19.8;13.5;8;57.6;36;8.3;2;
2020-04-17;0;19.8;15.2;11.2;81;68;8.6;1.8;
2020-04-18;0;23.8;16.8;12.2;73.8;41;7.6;2.3;
2020-04-19;0;24.5;18.2;13.7;65.6;39;9.7;3.4;
2020-04-20;0;24.8;18.1;11.8;65.2;37;8;2.7;
2020-04-21;0;26.1;19.6;14.4;59.6;33;6.6;2.5;
2020-04-22;0;26.1;19.7;14.5;61.2;36;6.9;2.6;
2020-04-23;0;26.5;19.7;14.7;64.3;30;7.7;2.9;
2020-04-24;0;27.7;20.5;14.7;55.6;23;10.2;3.7;
2020-04-25;0;29.7;21.7;15.4;55.2;25;10.2;3.3;
2020-04-26;0;25.8;19.9;18.2;61.6;33;9.6;2.6;
2020-04-27;.2;22.3;19;17.2;80.3;66;8.7;2.9;
2020-04-28;0;28;22.1;18.3;63;41;13.8;4.3;
2020-04-29;0;26;21.3;17.2;65.3;50;8.8;2.8;
2020-04-30;0;23.5;17.7;12.6;49.1;19;6.6;1.9;
2020-05-01;.2;23.3;17.2;12.2;49.2;22;6.8;1.7;
2020-05-02;0;18.8;14.3;9.9;62.2;39;9;2.1;
2020-05-03;.2;22.3;14.8;9.6;69.4;27;7.2;2.1;
2020-05-04;0;24.1;16.3;10.3;63.2;32;8.4;2.9;
2020-05-05;12;18.9;15.3;13.4;90;52;8.8;2.2;
2020-05-06;.8;15.5;10.9;7.3;81.8;65;12;2.9;
2020-05-07;0;16.7;10;5.2;77.2;54;6;1.6;
2020-05-08;0;20.4;12.3;5.9;70.8;40;7;1.8;
2020-05-09;0;22.2;14.8;6.8;61;35;8.8;2.7;
2020-05-10;0;25.4;17.9;12.3;60;35;13.2;4.6;
2020-05-11;0;26.8;20.1;15.3;59.2;39;11.1;4;
2020-05-12;18;21.3;17.4;16.8;92.6;66;8.5;2.3;
2020-05-13;15.8;18.4;15.8;15.5;93.3;83;9.3;2.5;
2020-05-14;3.6;15.1;11.7;8.2;75.1;44;8.4;2.1;
2020-05-15;0;16.8;9.7;3.3;73.8;45;6.5;2;
2020-05-16;0;19.8;12.3;4.4;66.9;35;5.8;2.2;
2020-05-17;0;23;15.9;7.9;56.5;32;6.8;2.5;
2020-05-18;0;26;17.9;12;57.2;32;6.4;2.6;
2020-05-19;0;24.7;18.7;14.1;52.8;31;10.6;4.2;
2020-05-20;0;26.3;19.5;14.5;61.9;38;14.1;4.9;
2020-05-21;0;22;18.3;17.1;77.8;58;13.6;4.5;
2020-05-22;55.4;20.1;17.1;15.5;89.8;78;15.7;3.5;
2020-05-23;10.2;16.7;11.9;10.4;93.1;85;13.6;3.6;
2020-05-24;17.4;12.6;11.2;9.9;97.2;96;6.6;2.2;
2020-05-25;1;16.2;11.6;8.5;75.1;54;12.2;4.2;
2020-05-26;0;15.6;11.4;8.7;69;47;13.1;3.2;
2020-05-27;0;17.8;11.3;7;76.5;49;4.2;1.3;
2020-05-28;0;23.8;15.2;9.1;61.3;38;7.3;2.6;
2020-05-29;0;22.5;16.7;10.8;54.6;33;8.8;2.5;
2020-05-30;0;22.4;15.6;10.2;61.2;35;6.8;2.7;
2020-05-31;0;19.7;14.6;11.5;76.3;50;7.9;2.5;
2020-06-01;8.8;12.1;7.1;5;90.4;78;7.7;1.4;
2020-06-02;0;13.5;8.3;4.8;77.5;45;5.3;1.3;
2020-06-03;0;17.4;9.7;4.5;79.3;41;7.6;1.9;
2020-06-04;0;18.4;13.1;6;81.5;67;9;2.9;
2020-06-05;.8;16.3;15.1;12.4;89.3;76;14.1;4.8;
2020-06-06;34.6;16.9;11.3;8.9;89;82;14;4.6;
2020-06-07;.8;13.2;11.9;9.7;92.3;84;10.9;3.5;
2020-06-08;1.2;20.1;13.3;9.3;83.3;41;6.7;2.5;
2020-06-09;0;18.4;16;9.5;91.5;74;6.4;1.6;
2020-06-10;4.8;22.2;16.9;12.7;92;75;7.4;2.2;
2020-06-11;4.6;23.9;19.9;16.4;88.4;69;6.5;2;
